title,author,publisher,publish_date,original_price,sale_price
비참조적 건축,"발레리오 올지아티, 마르쿠스 브라이트슈미트 저/강신, 박하윤 역",Hoi,2023년 07월 27일,"33,000원","33,000"
마인크래프트 Go! Go! 몹 헌터스 3,딜라일라 S. 도슨 글/윤여림 역,제제의숲,2024년 01월 29일,"15,000원","13,500"
2024 단끝 전기기능사 필기 핵심이론+기출문제,정용걸 편저,박문각,2024년 01월 30일,"26,000원","23,400"
매화 홀로 난분분,이승숙 저,육일문화사,2023년 12월 15일,"15,000원","14,250"
손이 말했다,김미정 저,육일문화사,2023년 12월 21일,"15,000원","14,250"
2024 드론 무인비행장치운용 이론&필기시험,"박장환, 류영기 저",골든벨,2024년 01월 15일,"29,000원","26,100"
너구리의 도전하는 날,필라르 세라노 브루고스 글/다비드 시에라 리스톤 그림/고영완 역,초록귤(우리학교),2024년 01월 22일,"15,000원","13,500"
2022 해외진출 한국기업 디렉토리,편집부 저,코트라(KOTRA),2023년 10월 31일,"100,000원","100,000"
인공지능 시대의 IT기술의 이해,"임순범, 이상환 저",생능출판사,2024년 01월 22일,"30,000원","30,000"
일상생활활동,일상생활활동교재편찬위원회 저,대한나래출판사,2023년 08월 25일,"48,000원","48,000"
2024 해커스 스포츠지도사 필기 한권완성+무료특강,안승기 등저,해커스자격증,2024년 01월 24일,"31,900원","28,710"
보건의료인을 위한 생리학,생리학교재편찬위원회 저,대한나래출판사,2022년 08월 25일,"48,000원","48,000"
"납·월북시인총서 : 흑인시집.강한사람들-김종욱 역편,조선문학전집-시집-임학수 편, 표정-이범혁 편, 게시판-윤복구",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
"납·월북시인총서 : 회상시집-임화,조운시조집-조운, 나사는 곳-오장환, 칠면조-여상현, 포도-설정식, 팔도풍물시집-임학수",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
"납·월북시인총서 : 에세-닌 시집-오장환 역, 병든 서울-오장환, 동결-권환,길-김동석, 심화-박아지, 지용시선-정지용, 요람-김용득",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
특별하게 런던,김선태 저,디스커버리미디어,2024년 02월 05일,"21,000원","18,900"
"납·월북시인총서 : 신찬시인집-김기림, 정지용시집-정지용,여수시초-박팔양",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
"납·월북시인총서 : 성벽-오장환, 찬가-임화, 연간조선시집-조선문학가동맹시부위원회편, 종-설정식, 오랑캐꽃-이용악",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
2024 한번에 합격하는 위험물산업기사 필기+실기,"여승훈, 박수경 저",성안당,2024년 01월 10일,"39,000원","35,100"
"납·월북시인총서 : 새노래-김기림, 필부의 노래-임학수, 지열-조벽암, 초생달-임학수 역,옥문이 열리던 날-김상민",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
"납·월북시인총서 : 낡은 집-이용악, 산제비-박세영, 현대조선시인선집-임화, 헌사-오장환, 태양의 풍속-김기림",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
"납·월북시인총서 : 기상도-김기림, 가족-김상훈, 제신의 분노-설정식, 추풍령-김철수,현대시인전집-이용악",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
"납·월북시인총서 : 백록담-정지용, 남창집-이용수,설백집-김종한, 자화상-권환, 윤리-권환, 바다와 나비-김기림",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
2024 인도네시아 투자실무 가이드,편집부 저,코트라(KOTRA),2023년 12월 29일,"30,000원","30,000"
"납·월북시인총서 : 바다의 묘망-이해문,분향-이찬, 향수-조벽암",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
2024 베트남 투자실무 가이드,편집부 저,코트라(KOTRA),2023년 12월 29일,"40,000원","40,000"
"납·월북시인총서 : 기상도-김기림, 사슴-백석, 분수령-이용악,석류-임학수, 대망-이찬, 현해탄-임화",한국학자료원 편집부,한국학자료원,2024년 01월 31일,"180,000원","162,000"
2024 태국 투자실무 가이드,편집부 저,코트라(KOTRA),2023년 12월 29일,"20,000원","20,000"
아멜리아와 전설의 동물,배혜림 외 저,몽실북스,2024년 01월 15일,"16,000원","14,400"
시시콜콜 건축의 역사,김결 저,써네스트,2024년 01월 25일,"15,000원","13,500"
서울대 선정 한국문학고전 학습만화 세트 1-43권,재우리편집부,채우리,2015년 07월 20일,"559,000원","503,100"
Big Five 시민성 교육론,"추병완, 정창우, 김형렬, 최윤정, 이경무 저",한국문화사,2024년 01월 15일,"22,000원","22,000"
[그린키즈] 생각콩콩 이솝우화 (전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 24일,"35,000원","31,500"
[그린키즈] 생각콩콩 명작동화 (전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 24일,"35,000원","31,500"
[그린키즈] 별초롱 그림책(보드북 전20권),그린키즈 편집부,그린키즈(전집),2020년 03월 21일,"38,000원","34,200"
살아있는 것은 왜 뜨거운가,김세홍 저,성연(도서출판),2024년 01월 27일,"12,000원","10,800"
[그린키즈] 생각콩콩 자연동화 (보드북 전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 01일,"38,000원","34,200"
2024 굴착기운전기능사 필기,GB건설기계자격시험교육협의회 저,골든벨,2024년 02월 01일,"13,000원","11,700"
자크 데리다,제임스 K. A. 스미스 저/윤동민 역,책세상,2024년 01월 31일,"19,000원","17,100"
[그린키즈] 생각콩콩 탈무드동화 (전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 01일,"35,000원","31,500"
종의 마음,"오대원, 게리 패렛 저/김성보 역",예수전도단,2024년 01월 19일,"16,000원","15,200"
[그린키즈] 생각콩콩 과학동화 (전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 01일,"35,000원","31,500"
[그린키즈] 생각콩콩 성장동화 (전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 01일,"35,000원","31,500"
글로벌시대의 의사소통스킬,"최민우, 현재천 저",백산출판사,2024년 01월 30일,"16,000원","16,000"
[그린키즈] 생각콩콩 자기탐색동화 (전 10권),그린키즈 편집부,그린키즈(전집),2019년 10월 01일,"35,000원","31,500"
글로벌시대의 대인관계스킬,"최민우, 현재천 저",백산출판사,2024년 01월 30일,"15,000원","15,000"
2024 공무원 스마트 물리학개론,신용찬 저,한솔아카데미,2024년 01월 30일,"45,000원","40,500"
최신 해설관광법규,"박상수, 홍성화, 신우성, 현성곤 저",백산출판사,2024년 01월 30일,"24,000원","24,000"
심장에 봄을 달고,지향숙 저,지식과감성#,2024년 01월 15일,"14,000원","12,600"
[그린키즈] 연두팡 바른 마음 동화(전 20권),그린키즈 편집부,그린키즈(전집),2019년 03월 01일,"50,000원","45,000"
현대국제정치와 한반도는 어디로 가는가,안병준 저,(주)박영사,2024년 01월 12일,"27,000원","27,000"
조직의 가치와 목표 중심의 HRD 평가,"김태성, 장지현, 백평구 저",박영스토리,2024년 01월 01일,"22,000원","22,000"
천공의 신비 1,사필귀정 저,BOOKK(부크크),2024년 01월 04일,"12,000원","12,000"
마왕에게 꼭 필요한 조언 모음집,김동현 저,BOOKK(부크크),2024년 01월 08일,"9,200원","9,200"
개연성 관리국 1,정해선 저,BOOKK(부크크),2024년 01월 09일,"8,900원","8,900"
손해평가사 1차 시험 기출문제 정복하기,자격시험연구소 편저,서원각,2024년 02월 05일,"20,000원","18,000"
[그린키즈] 연두팡 수학 떼기 워크북 4종 세트,편집부,그린키즈(전집),2019년 01월 18일,"32,000원","12,700"
킨교스쿠이,여진 저,BOOKK(부크크),2024년 01월 05일,"9,000원","9,000"
청주와 새옹지마,김영관 저,BOOKK(부크크),2024년 01월 05일,"16,200원","16,200"
"쉼, 표",지푸라기 저,BOOKK(부크크),2024년 01월 10일,"6,900원","6,900"
따로 또 같이,박현진 저,BOOKK(부크크),2024년 01월 22일,"15,800원","15,800"
친자연환경을 흡수하는 건축하우스모음집,편집부 저,워크디자인북,2024년 04월 20일,"99,500원","99,500"
피치카토의 잠자는 숲 1,유키무라 알토 글그림/박소현 역,서울미디어코믹스(서울문화사),2024년 01월 17일,"6,000원","5,400"
유명현대교육연구시설건축물,편집부 저,워크디자인북,2024년 04월 20일,"99,950원","99,950"
잃어버린 두 번째 사랑,느림보 거북이 저,BOOKK(부크크),2024년 01월 08일,"9,000원","9,000"
세계박물관건축여행,편집부 저,워크디자인북,2024년 04월 20일,"99,890원","99,890"
익사,곽은우 저,BOOKK(부크크),2024년 01월 02일,"12,000원","12,000"
공공환경디자인세계의 건축모음집,편집부 저,워크디자인북,2024년 04월 20일,"99,000원","99,000"
관공서중심의 공공건물과 도시환경건축물,편집부 저,워크디자인북,2024년 04월 20일,"99,500원","99,500"
사형당한 철학자 소크라테스,이동용 저,휴먼컬처아리랑,2024년 01월 25일,"21,000원","21,000"
도시공공건축환경디자인세계,편집부 저,워크디자인북,2024년 04월 20일,"99,950원","99,950"
비녀(簪),Seo_A 저,BOOKK(부크크),2024년 01월 05일,"21,700원","21,700"
[그래제본소] 보물찾기,슬로우어스 글그림,고래뱃속,2024년 02월 19일,"16,000원","14,400"
현대유명미술관의 최신모습,편집부 저,워크디자인북,2024년 04월 20일,"99,800원","99,800"
친자연환경을 포용하는 호텔&리조트건축물,편집부 저,워크디자인북,2024년 04월 20일,"99,900원","99,900"
愛 [사랑 애],$(달러) 저,BOOKK(부크크),2024년 01월 04일,"12,000원","12,000"
해커스 IFRS 김원종 중급회계 하,김원종 저,해커스경영아카데미,2024년 01월 24일,"32,000원","32,000"
청춘어록,여름 저,BOOKK(부크크),2023년 12월 22일,"9,400원","9,400"
외계인 영웅담,이수빈 저,BOOKK(부크크),2024년 01월 04일,"8,200원","8,200"
혁신적 기업교육의 여섯 가지 원칙 : 6D,"로이 V.H. 폴락, 앤드류 맥케이, 칼혼 W. 윅 저/김미정 역",하우,2024년 01월 15일,"28,000원","26,600"
프로미스 신데렐라 10,타치바나 오레코 글그림/유유리 역,서울미디어코믹스(서울문화사),2024년 01월 17일,"5,000원","4,500"
관리회계,백태영 저,신영사,2024년 01월 20일,"38,000원","38,000"
"발견과 확산: 지역, 매체 장르 그리고 독자","우찬제, 송기한 저",민음사,2023년 12월 30일,"30,000원","27,000"
시노자키 군의 정비 사정 3,MICHIRU BURIO 저/김명은 역,서울미디어코믹스(서울문화사),2024년 01월 17일,"6,000원","5,400"
초박이 초등학생을 위한 박학다식 이야기 : 과학,"좋은생각 편집부, 윤용석 글/황신영 감수",좋은생각 어린이,2024년 01월 22일,"15,000원","13,500"
왜 유명한 거야 2권 세트,"이유리, 박정은 글/허현경, 시은경 그림",우리학교,2024년 01월 16일,"28,000원","25,200"
2024 에듀윌 데이터분석 준전문가 ADsP 2주끝장,윤소영 편저,에듀윌,2024년 01월 10일,"28,000원","25,200"
주식회사 마지루미에 9,Sekka Iwata 원저/Yu Aoki 그림/오경화 역,서울미디어코믹스(서울문화사),2024년 01월 17일,"6,000원","5,400"
여행 Journey,유이치 히라코 저,디자인이음,2024년 12월 01일,"30,000원","27,000"
우주형제 43,코야마 츄야 글그림/유유리 역,서울미디어코믹스(서울문화사),2024년 01월 17일,"5,000원","4,500"
2024 에듀윌 매경TEST 실전문제집,"신경수, 황선일 편저",에듀윌,2024년 01월 12일,"26,000원","23,400"
작곡가 백영호,백경권 저,도서출판 윤진,2024년 01월 15일,"50,000원","47,500"
2024 에듀윌 한국사능력검정시험 10회분 기출500제 기본(4·5·6급),에듀윌 한국사교육연구소 저,에듀윌,2024년 01월 19일,"19,500원","17,550"
타이탄 스카이라인,이종필 저,BOOKK(부크크),2024년 01월 02일,"19,600원","19,600"
남킹 SF 소설집,남원정 저,BOOKK(부크크),2024년 01월 08일,"39,800원","39,800"
"뇌기반 행복학급 경영 원리 12, 전략 82","Marcia L. Tate 저/신재한, 윤보정, 임운나 역",박영스토리,2024년 03월 01일,"15,000원","15,000"
기쁨의 순간,김연재 외 5인 저,BOOKK(부크크),2023년 12월 29일,"16,300원","16,300"
"떠나봐요, 생명의 모험",리바이포유 글/고마운 그림,리바이포유,2023년 10월 10일,"12,000원","12,000"
2024 나합격 전산응용건축제도기능사 실기+무료특강,김수진 저,삼원북스,2024년 02월 05일,"32,000원","28,800"
"떠나봐요, 생명의 모험",리바이포유 글/고마운 그림,리바이포유,2023년 10월 10일,"12,000원","12,000"
각자의 새벽 속에서,"안주현, 김연유, 강중현, 황민지, 강태경 저",BOOKK(부크크),2024년 01월 03일,"10,500원","10,500"
그리스도에서 그리스도교까지,제임스 에드워즈 저/박장훈 역,IVP,2023년 12월 28일,"30,000원","28,500"
변민재 신뢰교육학 6지선다 동형모의고사,변민재 편저,용감한북스,2024년 01월 11일,"15,000원","13,500"
20대 아티스트를 위한 에세이 Be talk!,안종혁 저,BOOKK(부크크),2023년 12월 25일,"10,100원","10,100"
훈민정음 경필쓰기 4급,박재성 편,가나북스,2024년 01월 30일,"13,000원","11,700"
훈민정음 경필쓰기 5급,박재성 편,가나북스,2024년 01월 30일,"13,000원","11,700"
훈민정음 경필쓰기 8·7·6급,박재성 편,가나북스,2024년 01월 30일,"13,000원","11,700"
헌법강의 2,방승주 저,(주)박영사,2024년 01월 05일,"65,000원","65,000"
"치매, 경도인지장애",최경화 저,BOOKK(부크크),2024년 01월 09일,"12,500원","12,500"
나는 나비 컬러링 북,이호 저,BOOKK(부크크),2023년 12월 29일,"10,000원","10,000"
섬마을 선생님 노래 배경지를 찾아서,김선철 저,BOOKK(부크크),2023년 12월 28일,"13,600원","13,600"
신아가 이상해!,규윤 글,BOOKK(부크크),2024년 01월 10일,"14,000원","14,000"
연두팡 색칠 놀이 - 여행 탐험,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
연두팡 색칠 놀이 - 꾸미기,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
마인드 패턴 테라피 1 컬러링북,St.VERA 저,BOOKK(부크크),2024년 01월 09일,"10,000원","10,000"
연두팡 색칠 놀이 - 집,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
한국인의 경제학 기초,최남진 저,(주)박영사,2024년 01월 20일,"19,000원","19,000"
연두팡 색칠 놀이 - 한글,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
연두팡 색칠 놀이 - 공주,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
현장에서 바로 써먹는 SQL with PostgreSQL,김임용 저,심통,2024년 01월 25일,"32,000원","28,800"
Adobe Illustrator로 배우는 스타일리시 도식화,김소라 저,BOOKK(부크크),2023년 12월 28일,"34,500원","34,500"
연두팡 색칠 놀이 - 공룡,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
연두팡 색칠 놀이 - 음식,편집부,그린키즈(전집),2019년 05월 24일,"5,000원","2,000"
아싸지몽,이철우 저,생각나눔,2024년 01월 08일,"15,000원","13,500"
별빛 나라의 모험,서홍렬 글,BOOKK(부크크),2024년 01월 10일,"10,000원","10,000"
